matter_id,law_firm,timekeeper_role,hours_billed,hourly_rate,invoice_amount,savings,approved_invoice_amount,budget_allocated,budget_variance,billing_violation_type,invoice_date
M-2388,Allen & Overy,Associate,33.52,540.0,18101.75,2715.26,15386.49,14831.51,3270.24,Excess Research,2024-08-13
M-2758,Freshfields,Partner,41.56,1125.0,46754.39,0.0,46754.39,54327.99,-7573.59,None,2026-03-08
M-3025,Allen & Overy,Partner,55.2,1080.0,59614.98,0.0,59614.98,49648.07,9966.91,None,2024-10-18
M-3086,Allen & Overy,Partner,45.15,1080.0,48758.24,0.0,48758.24,50261.68,-1503.45,None,2025-10-09
M-2187,Linklaters,Associate,43.18,540.0,23316.53,4663.31,18653.23,23018.65,297.89,Travel Billing,2026-02-24
M-1614,DLA Piper,Partner,58.61,945.0,55389.99,0.0,55389.99,50716.25,4673.74,None,2025-08-19
M-2668,White & Case,Associate,31.8,517.5,16458.22,3291.64,13166.57,15474.18,984.04,Travel Billing,2024-03-24
M-1675,Allen & Overy,Associate,46.58,540.0,25155.79,3773.37,21382.42,21108.68,4047.11,Excess Research,2026-01-01
M-3438,DLA Piper,Partner,42.82,945.0,40465.15,0.0,40465.15,36616.32,3848.83,None,2025-01-18
M-1742,Latham & Watkins,Partner,47.25,1215.0,57413.03,8611.95,48801.07,60250.22,-2837.19,Excess Research,2024-12-23
M-3391,Linklaters,Associate,8.97,540.0,4841.2,0.0,4841.2,5147.94,-306.74,None,2025-02-27
M-3402,Clifford Chance,Associate,5.0,585.0,2925.0,585.0,2340.0,3228.82,-303.82,Travel Billing,2024-05-24
M-1958,White & Case,Partner,26.76,1035.0,27693.89,5538.78,22155.11,32591.45,-4897.56,Travel Billing,2026-02-25
M-1444,Clifford Chance,Associate,51.01,585.0,29837.94,0.0,29837.94,28261.69,1576.25,None,2025-11-29
M-3918,White & Case,Associate,54.82,517.5,28367.67,0.0,28367.67,27544.95,822.72,None,2025-12-29
M-1993,Latham & Watkins,Partner,38.84,1215.0,47190.84,9438.17,37752.67,51148.09,-3957.25,Travel Billing,2024-07-27
M-3960,Baker & McKenzie,Associate,16.25,450.0,7312.94,1462.59,5850.35,8680.12,-1367.18,Travel Billing,2024-09-18
M-1404,Linklaters,Associate,27.18,540.0,14676.09,2201.41,12474.68,15618.17,-942.08,Excess Research,2025-01-17
M-1823,Skadden,Associate,42.63,630.0,26855.27,4028.29,22826.98,29337.5,-2482.23,Excess Research,2025-03-26
M-1830,DLA Piper,Partner,44.34,945.0,41905.52,6285.83,35619.69,37099.9,4805.62,Excess Research,2024-12-23
M-1341,Baker & McKenzie,Partner,50.95,900.0,45851.02,6877.65,38973.37,54610.5,-8759.48,Excess Research,2025-02-27
M-1273,Allen & Overy,Partner,21.91,1080.0,23658.37,3548.75,20109.61,18933.62,4724.75,Excess Research,2025-05-03
M-1991,Linklaters,Associate,63.84,540.0,34473.52,6894.7,27578.81,32717.64,1755.87,Travel Billing,2024-05-30
M-1364,Clifford Chance,Partner,61.2,1170.0,71604.66,10740.7,60863.96,60540.57,11064.09,Excess Research,2024-06-18
M-3980,Hogan Lovells,Associate,32.22,495.0,15948.14,2392.22,13555.92,16770.36,-822.22,Excess Research,2025-11-23
M-3137,Latham & Watkins,Associate,41.09,607.5,24963.49,3744.52,21218.97,21480.37,3483.12,Excess Research,2024-10-07
M-3484,Hogan Lovells,Associate,44.44,495.0,21999.38,3299.91,18699.47,19304.28,2695.09,Excess Research,2025-01-09
M-1198,Allen & Overy,Partner,40.34,1080.0,43571.35,6535.7,37035.65,36033.74,7537.61,Excess Research,2024-10-23
M-3455,Latham & Watkins,Partner,37.61,1215.0,45702.13,6855.32,38846.81,49626.91,-3924.78,Excess Research,2024-08-14
M-1115,White & Case,Partner,18.61,1035.0,19256.88,3851.38,15405.5,20813.28,-1556.4,Travel Billing,2025-04-17
M-3276,Clifford Chance,Partner,37.75,1170.0,44168.74,6625.31,37543.43,50175.46,-6006.72,Excess Research,2025-05-18
M-3753,White & Case,Partner,54.76,1035.0,56672.57,8500.89,48171.69,57619.06,-946.49,Excess Research,2025-05-04
M-1759,Latham & Watkins,Associate,24.48,607.5,14872.71,2974.54,11898.17,16328.53,-1455.81,Travel Billing,2024-11-03
M-3581,Skadden,Associate,19.41,630.0,12226.61,2445.32,9781.29,12784.77,-558.16,Travel Billing,2025-03-06
M-3813,Hogan Lovells,Partner,70.75,990.0,70039.76,10505.96,59533.79,70484.19,-444.43,Excess Research,2025-07-18
M-3959,Latham & Watkins,Associate,16.87,607.5,10247.21,1537.08,8710.13,11267.29,-1020.08,Excess Research,2025-06-28
M-3858,Baker & McKenzie,Partner,15.48,900.0,13934.95,0.0,13934.95,13848.32,86.63,None,2025-04-21
M-3364,Latham & Watkins,Partner,42.16,1215.0,51225.49,0.0,51225.49,57884.36,-6658.87,None,2025-04-02
M-2686,DLA Piper,Associate,41.93,472.5,19813.88,2972.08,16841.8,18399.86,1414.01,Excess Research,2024-03-10
M-2979,Skadden,Associate,32.15,630.0,20251.49,3037.72,17213.77,18435.94,1815.55,Excess Research,2024-07-25
M-1334,Baker & McKenzie,Partner,17.85,900.0,16067.4,3213.48,12853.92,13784.79,2282.61,Travel Billing,2025-05-02
M-3672,Hogan Lovells,Associate,48.55,495.0,24031.33,3604.7,20426.63,20329.12,3702.21,Excess Research,2024-05-05
M-3099,Baker & McKenzie,Partner,60.21,900.0,54188.55,10837.71,43350.84,56391.46,-2202.9,Travel Billing,2025-05-15
M-1761,DLA Piper,Associate,24.98,472.5,11802.18,2360.44,9441.74,11126.11,676.07,Travel Billing,2026-02-11
M-3748,Latham & Watkins,Associate,12.33,607.5,7490.15,0.0,7490.15,6450.54,1039.61,None,2025-01-28
M-2782,Allen & Overy,Associate,34.48,540.0,18621.86,2793.28,15828.58,16228.53,2393.33,Excess Research,2025-10-11
M-2955,Linklaters,Associate,23.91,540.0,12910.21,1936.53,10973.68,14385.94,-1475.74,Excess Research,2025-10-14
M-1550,Latham & Watkins,Associate,65.83,607.5,39993.48,5999.02,33994.46,33684.03,6309.45,Excess Research,2026-01-27
M-2046,Freshfields,Partner,36.24,1125.0,40771.07,0.0,40771.07,45257.99,-4486.92,None,2024-06-23
M-1856,Freshfields,Associate,35.11,562.5,19746.79,0.0,19746.79,16078.14,3668.65,None,2025-08-07
M-3398,Allen & Overy,Associate,16.36,540.0,8831.77,0.0,8831.77,7481.7,1350.07,None,2024-11-08
M-2679,Linklaters,Partner,30.72,1080.0,33177.85,6635.57,26542.28,34252.04,-1074.19,Travel Billing,2025-01-06
M-3192,Latham & Watkins,Associate,54.83,607.5,33307.98,6661.6,26646.38,28248.45,5059.53,Travel Billing,2024-09-22
M-1630,DLA Piper,Partner,33.84,945.0,31975.93,0.0,31975.93,31013.32,962.61,None,2025-04-07
M-1276,Hogan Lovells,Partner,44.45,990.0,44001.03,6600.15,37400.87,41116.41,2884.61,Excess Research,2026-02-04
M-2070,Skadden,Associate,31.92,630.0,20109.56,4021.91,16087.65,17016.52,3093.04,Travel Billing,2025-04-03
M-1170,Allen & Overy,Partner,23.91,1080.0,25821.66,0.0,25821.66,21986.73,3834.93,None,2025-03-06
M-1285,White & Case,Associate,44.98,517.5,23278.26,3491.74,19786.52,18814.71,4463.55,Excess Research,2025-04-01
M-3408,Latham & Watkins,Associate,56.33,607.5,34218.05,0.0,34218.05,35688.82,-1470.77,None,2024-09-25
M-3990,Hogan Lovells,Partner,31.25,990.0,30939.43,4640.91,26298.52,32994.79,-2055.35,Excess Research,2024-05-29
M-1279,DLA Piper,Associate,53.55,472.5,25300.23,3795.04,21505.2,22448.78,2851.46,Excess Research,2025-04-10
M-2240,Allen & Overy,Associate,37.65,540.0,20330.63,3049.59,17281.03,17982.01,2348.62,Excess Research,2024-12-12
M-1863,Clifford Chance,Partner,26.11,1170.0,30543.4,0.0,30543.4,27746.09,2797.31,None,2024-05-08
M-3213,Hogan Lovells,Associate,38.2,495.0,18906.74,0.0,18906.74,22104.2,-3197.46,None,2024-12-18
M-2942,Allen & Overy,Partner,61.08,1080.0,65965.81,9894.87,56070.94,66525.04,-559.23,Excess Research,2024-10-08
M-2217,Freshfields,Partner,47.95,1125.0,53941.32,0.0,53941.32,56571.66,-2630.34,None,2025-05-30
M-2864,Linklaters,Associate,60.37,540.0,32597.23,4889.58,27707.65,39035.88,-6438.65,Excess Research,2026-02-24
M-2382,DLA Piper,Associate,31.09,472.5,14689.98,2938.0,11751.99,13537.96,1152.02,Travel Billing,2025-06-11
M-1432,Hogan Lovells,Associate,43.94,495.0,21752.71,3262.91,18489.8,25849.92,-4097.21,Excess Research,2026-02-11
M-1417,Linklaters,Partner,44.69,1080.0,48263.63,9652.73,38610.9,38623.89,9639.74,Travel Billing,2024-03-11
M-2221,Allen & Overy,Partner,23.17,1080.0,25028.33,5005.67,20022.66,29288.21,-4259.89,Travel Billing,2025-11-27
M-1701,DLA Piper,Partner,41.41,945.0,39131.85,7826.37,31305.48,41567.22,-2435.36,Travel Billing,2024-03-14
M-3779,Allen & Overy,Associate,45.79,540.0,24724.01,4944.8,19779.21,23799.17,924.85,Travel Billing,2025-02-09
M-2254,Linklaters,Associate,42.39,540.0,22892.0,3433.8,19458.2,25803.8,-2911.8,Excess Research,2024-03-19
M-3101,Latham & Watkins,Partner,61.07,1215.0,74196.76,11129.51,63067.24,64792.05,9404.71,Excess Research,2024-12-01
M-3904,DLA Piper,Partner,31.93,945.0,30170.66,6034.13,24136.52,29465.99,704.67,Travel Billing,2025-05-02
M-2685,Baker & McKenzie,Partner,22.64,900.0,20375.61,0.0,20375.61,22584.3,-2208.69,None,2024-12-15
M-3432,Clifford Chance,Partner,24.09,1170.0,28189.98,4228.5,23961.48,24914.07,3275.9,Excess Research,2025-10-23
M-2127,Linklaters,Associate,34.81,540.0,18794.84,0.0,18794.84,20246.45,-1451.61,None,2024-10-25
M-3188,Skadden,Associate,44.36,630.0,27945.46,5589.09,22356.37,26213.26,1732.2,Travel Billing,2025-07-23
M-1055,Skadden,Associate,72.06,630.0,45396.07,6809.41,38586.66,45696.11,-300.03,Excess Research,2025-08-28
M-2208,Clifford Chance,Associate,32.68,585.0,19117.06,2867.56,16249.51,17869.53,1247.54,Excess Research,2025-02-17
M-3753,White & Case,Partner,48.51,1035.0,50211.77,10042.35,40169.42,48463.28,1748.49,Travel Billing,2026-02-26
M-2536,Allen & Overy,Associate,51.8,540.0,27972.55,5594.51,22378.04,24340.55,3632.0,Travel Billing,2024-08-02
M-1021,White & Case,Partner,57.18,1035.0,59176.91,0.0,59176.91,64000.31,-4823.4,None,2025-12-25
M-3557,Linklaters,Partner,63.89,1080.0,68998.56,0.0,68998.56,60097.8,8900.76,None,2024-09-19
M-1048,Clifford Chance,Partner,7.91,1170.0,9249.08,0.0,9249.08,10514.8,-1265.73,None,2025-05-31
M-2463,Freshfields,Partner,53.2,1125.0,59846.52,11969.3,47877.21,48870.3,10976.21,Travel Billing,2024-03-10
M-1235,DLA Piper,Partner,60.81,945.0,57470.17,11494.03,45976.13,63244.39,-5774.23,Travel Billing,2024-12-02
M-1888,Freshfields,Partner,29.07,1125.0,32701.68,0.0,32701.68,32912.72,-211.04,None,2024-05-21
M-3024,Hogan Lovells,Partner,39.03,990.0,38641.0,5796.15,32844.85,31223.44,7417.56,Excess Research,2024-07-09
M-2251,Clifford Chance,Partner,24.79,1170.0,29008.2,5801.64,23206.56,27773.7,1234.5,Travel Billing,2024-05-23
M-1428,White & Case,Partner,49.0,1035.0,50714.21,0.0,50714.21,58680.58,-7966.37,None,2024-12-29
M-3191,Hogan Lovells,Partner,17.95,990.0,17771.83,3554.37,14217.47,17034.0,737.83,Travel Billing,2026-01-02
M-3187,Skadden,Associate,26.45,630.0,16661.85,2499.28,14162.57,14571.93,2089.93,Excess Research,2025-06-23
M-2437,White & Case,Associate,44.3,517.5,22923.44,4584.69,18338.75,21483.75,1439.69,Travel Billing,2024-05-29
M-2341,White & Case,Partner,24.99,1035.0,25866.31,5173.26,20693.05,28549.14,-2682.83,Travel Billing,2025-04-08
M-3576,DLA Piper,Partner,40.0,945.0,37796.24,5669.44,32126.8,33079.6,4716.64,Excess Research,2025-12-28
M-1612,Freshfields,Partner,46.09,1125.0,51855.53,7778.33,44077.2,48843.1,3012.43,Excess Research,2026-01-25
M-2133,Linklaters,Associate,54.77,540.0,29573.18,4435.98,25137.2,25731.82,3841.36,Excess Research,2024-03-19
M-3499,DLA Piper,Partner,55.03,945.0,52005.84,7800.88,44204.96,51540.14,465.7,Excess Research,2024-12-11
M-1087,Clifford Chance,Partner,64.36,1170.0,75296.53,15059.31,60237.23,82588.15,-7291.62,Travel Billing,2024-11-17
M-2686,Clifford Chance,Partner,30.91,1170.0,36168.68,7233.74,28934.95,38448.16,-2279.48,Travel Billing,2025-01-21
M-2399,Freshfields,Associate,23.57,562.5,13256.67,1988.5,11268.17,13689.45,-432.79,Excess Research,2025-11-02
M-2489,Latham & Watkins,Associate,23.87,607.5,14500.96,2900.19,11600.76,13083.79,1417.17,Travel Billing,2025-04-03
M-1711,DLA Piper,Associate,49.99,472.5,23619.69,0.0,23619.69,21562.93,2056.75,None,2024-08-12
M-3405,Clifford Chance,Associate,68.72,585.0,40198.35,8039.67,32158.68,38021.33,2177.01,Travel Billing,2025-12-12
M-2997,Latham & Watkins,Associate,47.74,607.5,29004.6,5800.92,23203.68,28027.63,976.96,Travel Billing,2024-06-04
M-1594,DLA Piper,Associate,43.48,472.5,20544.1,4108.82,16435.28,18199.62,2344.48,Travel Billing,2025-09-18
M-3297,Linklaters,Partner,39.56,1080.0,42723.46,6408.52,36314.94,45765.65,-3042.19,Excess Research,2026-01-20
M-2305,DLA Piper,Partner,10.89,945.0,10288.15,1543.22,8744.93,9426.64,861.5,Excess Research,2024-03-26
M-2201,Latham & Watkins,Associate,41.99,607.5,25511.92,5102.38,20409.54,21918.77,3593.16,Travel Billing,2026-03-02
M-3821,Skadden,Partner,30.17,1260.0,38018.32,0.0,38018.32,34228.19,3790.14,None,2025-10-21
M-2753,Freshfields,Associate,70.04,562.5,39395.78,7879.16,31516.62,42613.15,-3217.37,Travel Billing,2025-04-14
M-2211,Skadden,Partner,7.56,1260.0,9524.97,1428.75,8096.22,8594.16,930.81,Excess Research,2024-10-18
M-3292,Latham & Watkins,Associate,43.75,607.5,26575.41,3986.31,22589.1,23292.67,3282.73,Excess Research,2024-08-10
M-1588,Freshfields,Associate,27.57,562.5,15506.57,3101.31,12405.26,13870.43,1636.14,Travel Billing,2026-02-05
M-2470,Hogan Lovells,Partner,22.26,990.0,22036.6,0.0,22036.6,20777.66,1258.94,None,2025-01-12
M-3235,Allen & Overy,Partner,28.39,1080.0,30656.46,4598.47,26057.99,25946.13,4710.32,Excess Research,2025-09-05
M-3551,White & Case,Associate,41.53,517.5,21493.0,4298.6,17194.4,25369.36,-3876.36,Travel Billing,2024-06-12
M-1567,Hogan Lovells,Partner,33.56,990.0,33228.76,0.0,33228.76,34468.04,-1239.28,None,2024-04-10
M-1327,Hogan Lovells,Partner,43.09,990.0,42661.31,8532.26,34129.05,35154.63,7506.68,Travel Billing,2025-12-24
M-2302,Skadden,Partner,23.09,1260.0,29087.39,0.0,29087.39,32127.74,-3040.34,None,2025-08-02
M-2415,Hogan Lovells,Associate,52.56,495.0,26018.25,3902.74,22115.51,25594.19,424.06,Excess Research,2025-02-18
M-1291,Latham & Watkins,Partner,65.9,1215.0,80072.05,12010.81,68061.24,90514.42,-10442.36,Excess Research,2025-03-06
M-1294,DLA Piper,Partner,45.33,945.0,42840.58,0.0,42840.58,51268.96,-8428.38,None,2025-10-03
M-1285,Skadden,Partner,29.74,1260.0,37471.4,7494.28,29977.12,32845.73,4625.67,Travel Billing,2026-02-08
M-2089,Allen & Overy,Partner,58.18,1080.0,62838.51,12567.7,50270.81,68955.54,-6117.03,Travel Billing,2025-08-03
M-1270,Clifford Chance,Associate,41.59,585.0,24331.28,3649.69,20681.59,27529.96,-3198.67,Excess Research,2025-07-06
M-3227,Baker & McKenzie,Associate,29.69,450.0,13358.66,0.0,13358.66,14703.29,-1344.63,None,2025-02-06
M-1339,Latham & Watkins,Associate,23.01,607.5,13977.77,0.0,13977.77,14950.86,-973.09,None,2026-01-02
M-1199,DLA Piper,Associate,29.07,472.5,13735.36,2747.07,10988.29,13765.8,-30.43,Travel Billing,2025-07-09
M-2307,White & Case,Associate,34.2,517.5,17698.91,2654.84,15044.07,14981.71,2717.2,Excess Research,2024-10-06
M-3419,Latham & Watkins,Associate,46.99,607.5,28544.71,0.0,28544.71,30172.84,-1628.12,None,2024-08-30
M-1580,Linklaters,Partner,26.51,1080.0,28632.15,0.0,28632.15,30960.28,-2328.14,None,2025-02-21
M-1224,Allen & Overy,Partner,28.89,1080.0,31197.71,0.0,31197.71,35965.32,-4767.61,None,2026-02-28
M-3973,Linklaters,Associate,39.84,540.0,21513.15,3226.97,18286.18,23631.88,-2118.73,Excess Research,2024-07-21
M-1510,Latham & Watkins,Associate,18.72,607.5,11374.43,0.0,11374.43,12675.68,-1301.25,None,2024-03-22
M-2224,DLA Piper,Associate,68.91,472.5,32561.61,6512.32,26049.29,34305.06,-1743.44,Travel Billing,2025-06-25
M-2063,Latham & Watkins,Associate,50.41,607.5,30626.01,4593.9,26032.11,28634.71,1991.29,Excess Research,2024-10-07
M-2703,Hogan Lovells,Associate,9.77,495.0,4835.07,0.0,4835.07,5128.21,-293.15,None,2025-10-20
M-1780,Clifford Chance,Partner,60.61,1170.0,70916.5,0.0,70916.5,82887.38,-11970.88,None,2024-07-01
M-2723,Latham & Watkins,Partner,36.15,1215.0,43927.93,6589.19,37338.74,36190.36,7737.57,Excess Research,2025-12-15
M-2156,Clifford Chance,Associate,5.0,585.0,2925.0,438.75,2486.25,2984.42,-59.42,Excess Research,2024-12-28
M-3780,DLA Piper,Partner,45.28,945.0,42789.46,8557.89,34231.57,39924.15,2865.31,Travel Billing,2025-06-27
M-2751,DLA Piper,Partner,5.0,945.0,4725.0,708.75,4016.25,5579.99,-854.99,Excess Research,2024-12-18
M-2312,Linklaters,Partner,50.82,1080.0,54884.6,8232.69,46651.91,51170.84,3713.76,Excess Research,2025-07-03
M-2798,Hogan Lovells,Associate,42.66,495.0,21116.93,3167.54,17949.39,20616.15,500.78,Excess Research,2026-02-17
M-3584,Linklaters,Partner,21.13,1080.0,22823.67,3423.55,19400.12,25194.88,-2371.21,Excess Research,2025-01-08
M-2584,Skadden,Partner,53.2,1260.0,67037.62,0.0,67037.62,72439.06,-5401.45,None,2024-08-28
M-2583,Baker & McKenzie,Associate,46.99,450.0,21144.44,4228.89,16915.55,17144.38,4000.06,Travel Billing,2025-11-05
M-1544,Latham & Watkins,Associate,54.04,607.5,32826.57,6565.31,26261.26,33334.37,-507.79,Travel Billing,2025-10-24
M-3875,Skadden,Associate,37.15,630.0,23403.99,0.0,23403.99,26656.37,-3252.38,None,2025-05-25
M-1198,Freshfields,Partner,51.79,1125.0,58260.59,0.0,58260.59,47922.25,10338.34,None,2025-08-29
M-3127,Hogan Lovells,Partner,49.13,990.0,48641.33,9728.27,38913.07,39477.39,9163.94,Travel Billing,2025-12-14
M-3261,Freshfields,Partner,31.59,1125.0,35542.93,0.0,35542.93,32784.89,2758.04,None,2025-09-07
M-1130,DLA Piper,Associate,37.96,472.5,17934.06,3586.81,14347.25,16487.47,1446.59,Travel Billing,2025-12-31
M-2983,Allen & Overy,Partner,49.92,1080.0,53912.66,10782.53,43130.13,53596.64,316.03,Travel Billing,2024-07-12
M-2763,Latham & Watkins,Associate,15.58,607.5,9467.73,1893.55,7574.19,9640.43,-172.7,Travel Billing,2025-03-26
M-1607,Clifford Chance,Partner,22.46,1170.0,26274.98,3941.25,22333.74,27751.8,-1476.81,Excess Research,2025-09-23
M-2968,Skadden,Partner,50.28,1260.0,63353.62,9503.04,53850.58,75296.52,-11942.89,Excess Research,2025-12-30
M-2840,Freshfields,Associate,32.65,562.5,18365.56,3673.11,14692.45,20432.85,-2067.29,Travel Billing,2025-03-27
M-1025,Hogan Lovells,Associate,27.0,495.0,13367.21,2005.08,11362.13,11722.25,1644.97,Excess Research,2024-06-02
M-3630,White & Case,Partner,49.97,1035.0,51723.64,7758.55,43965.1,59906.55,-8182.91,Excess Research,2024-03-21
M-1918,Hogan Lovells,Associate,35.93,495.0,17785.08,0.0,17785.08,20899.48,-3114.39,None,2024-08-04
M-3153,Freshfields,Associate,66.81,562.5,37581.67,0.0,37581.67,35289.85,2291.82,None,2025-10-15
M-3799,DLA Piper,Partner,46.57,945.0,44010.11,6601.52,37408.59,40699.15,3310.95,Excess Research,2025-10-24
M-3579,Baker & McKenzie,Associate,50.32,450.0,22644.5,4528.9,18115.6,20384.02,2260.49,Travel Billing,2025-10-26
M-1721,DLA Piper,Partner,55.21,945.0,52177.69,0.0,52177.69,45417.86,6759.83,None,2025-09-19
M-1556,DLA Piper,Partner,36.24,945.0,34248.44,5137.27,29111.17,34751.77,-503.33,Excess Research,2025-05-05
M-1966,Latham & Watkins,Partner,50.05,1215.0,60812.8,9121.92,51690.88,70010.46,-9197.67,Excess Research,2025-06-20
M-1899,Freshfields,Partner,48.86,1125.0,54968.26,0.0,54968.26,51282.44,3685.82,None,2024-04-12
M-1699,DLA Piper,Associate,21.0,472.5,9921.6,1984.32,7937.28,8117.34,1804.26,Travel Billing,2026-01-06
M-2217,Baker & McKenzie,Partner,17.01,900.0,15310.02,2296.5,13013.52,14218.76,1091.26,Excess Research,2025-07-19
M-1065,Allen & Overy,Associate,66.39,540.0,35849.42,0.0,35849.42,38455.32,-2605.89,None,2024-07-31
M-3559,Linklaters,Associate,39.29,540.0,21217.94,4243.59,16974.35,18807.21,2410.73,Travel Billing,2025-04-29
M-1996,Skadden,Partner,58.81,1260.0,74098.38,0.0,74098.38,76496.95,-2398.57,None,2025-02-09
M-3226,Hogan Lovells,Associate,43.4,495.0,21483.68,0.0,21483.68,25133.23,-3649.55,None,2025-07-01
M-1804,Baker & McKenzie,Associate,49.92,450.0,22465.68,3369.85,19095.83,22967.45,-501.76,Excess Research,2025-10-31
M-3598,Allen & Overy,Associate,42.95,540.0,23194.7,0.0,23194.7,19757.87,3436.83,None,2026-02-13
M-1537,Clifford Chance,Associate,19.12,585.0,11187.55,2237.51,8950.04,10764.82,422.73,Travel Billing,2024-08-09
M-2224,Freshfields,Associate,42.86,562.5,24106.07,0.0,24106.07,20412.0,3694.06,None,2025-01-17
M-3711,Latham & Watkins,Partner,47.2,1215.0,57346.59,8601.99,48744.61,54383.78,2962.82,Excess Research,2025-07-31
M-2809,DLA Piper,Partner,30.6,945.0,28915.45,4337.32,24578.14,27561.4,1354.05,Excess Research,2025-07-20
M-1858,Allen & Overy,Partner,33.53,1080.0,36215.33,5432.3,30783.03,37442.75,-1227.41,Excess Research,2025-07-26
M-1474,White & Case,Partner,43.28,1035.0,44793.3,0.0,44793.3,39717.75,5075.55,None,2025-04-03
M-1826,Hogan Lovells,Partner,61.79,990.0,61170.88,0.0,61170.88,70079.79,-8908.91,None,2024-08-09
M-2422,Allen & Overy,Associate,35.18,540.0,18997.35,2849.6,16147.75,22739.09,-3741.74,Excess Research,2026-03-08
M-1451,White & Case,Associate,53.51,517.5,27691.28,4153.69,23537.59,24355.87,3335.42,Excess Research,2025-01-21
M-1921,Freshfields,Partner,18.32,1125.0,20610.76,3091.61,17519.15,17435.38,3175.38,Excess Research,2025-03-24
M-3998,Latham & Watkins,Partner,40.02,1215.0,48620.67,0.0,48620.67,54290.32,-5669.64,None,2025-12-10
M-3980,Skadden,Associate,61.11,630.0,38498.19,7699.64,30798.56,36461.0,2037.19,Travel Billing,2026-01-02
M-3494,Clifford Chance,Partner,88.1,1170.0,103074.31,0.0,103074.31,116537.14,-13462.83,None,2025-04-27
M-3270,DLA Piper,Associate,18.47,472.5,8725.88,0.0,8725.88,9749.41,-1023.53,None,2024-03-30
M-3053,White & Case,Associate,45.59,517.5,23592.4,3538.86,20053.54,27377.11,-3784.71,Excess Research,2024-05-14
M-3447,Allen & Overy,Partner,45.59,1080.0,49241.51,9848.3,39393.21,56553.53,-7312.02,Travel Billing,2025-02-15
M-3501,Allen & Overy,Partner,12.96,1080.0,13996.98,0.0,13996.98,16720.83,-2723.85,None,2024-08-30
M-3235,Allen & Overy,Associate,54.4,540.0,29375.28,4406.29,24968.99,25619.82,3755.46,Excess Research,2025-11-12
M-1715,White & Case,Associate,49.13,517.5,25427.35,5085.47,20341.88,22620.11,2807.24,Travel Billing,2026-01-06
M-2681,Skadden,Associate,52.71,630.0,33206.89,6641.38,26565.51,28978.6,4228.28,Travel Billing,2025-12-08
M-3311,Clifford Chance,Associate,31.29,585.0,18306.12,2745.92,15560.21,15616.49,2689.63,Excess Research,2024-07-03
M-2084,Freshfields,Associate,30.75,562.5,17295.64,2594.35,14701.29,14917.67,2377.97,Excess Research,2025-03-23
M-3791,Linklaters,Associate,49.25,540.0,26592.88,5318.58,21274.31,30785.46,-4192.58,Travel Billing,2024-08-04
M-3833,Baker & McKenzie,Associate,24.5,450.0,11025.62,2205.12,8820.5,10302.62,723.0,Travel Billing,2025-12-30
M-1457,Hogan Lovells,Partner,31.93,990.0,31613.77,0.0,31613.77,27952.86,3660.91,None,2024-08-22
M-3087,Baker & McKenzie,Partner,27.82,900.0,25034.5,0.0,25034.5,21002.15,4032.34,None,2025-08-23
M-1161,Latham & Watkins,Associate,20.79,607.5,12629.38,1894.41,10734.98,10413.19,2216.19,Excess Research,2025-10-06
M-1330,Hogan Lovells,Partner,45.9,990.0,45442.82,0.0,45442.82,48871.26,-3428.44,None,2025-06-09
M-1479,Allen & Overy,Associate,41.9,540.0,22623.65,0.0,22623.65,19241.46,3382.19,None,2024-04-11
M-3061,Allen & Overy,Associate,25.38,540.0,13702.56,2055.38,11647.18,11239.26,2463.3,Excess Research,2025-06-29
M-3730,Linklaters,Associate,37.32,540.0,20154.23,0.0,20154.23,18584.38,1569.85,None,2025-01-06
M-1303,White & Case,Partner,70.99,1035.0,73469.76,14693.95,58775.81,70030.5,3439.27,Travel Billing,2025-03-02
M-3609,Skadden,Associate,25.75,630.0,16222.09,3244.42,12977.67,13266.56,2955.53,Travel Billing,2024-08-30
M-1192,Allen & Overy,Associate,33.6,540.0,18145.85,2721.88,15423.97,14769.98,3375.87,Excess Research,2026-02-21
M-3077,Hogan Lovells,Partner,15.73,990.0,15572.73,0.0,15572.73,18225.89,-2653.16,None,2024-06-24
M-3364,Allen & Overy,Partner,59.83,1080.0,64615.54,0.0,64615.54,60957.25,3658.29,None,2024-12-07
M-2280,Baker & McKenzie,Associate,18.79,450.0,8454.65,0.0,8454.65,7571.92,882.72,None,2025-03-24
M-1092,Baker & McKenzie,Partner,45.39,900.0,40854.87,8170.97,32683.9,47981.31,-7126.44,Travel Billing,2025-11-06
M-2399,White & Case,Associate,42.94,517.5,22221.69,0.0,22221.69,21966.02,255.67,None,2025-07-09
M-1622,Linklaters,Partner,40.18,1080.0,43389.15,0.0,43389.15,37583.27,5805.88,None,2025-03-20
M-2355,Latham & Watkins,Associate,30.51,607.5,18533.88,3706.78,14827.11,18875.66,-341.78,Travel Billing,2025-02-25
M-1042,Freshfields,Associate,24.03,562.5,13514.61,2702.92,10811.69,13354.06,160.55,Travel Billing,2024-12-18
M-3611,Allen & Overy,Partner,41.11,1080.0,44402.98,8880.6,35522.38,48609.37,-4206.39,Travel Billing,2024-06-01
M-3318,Latham & Watkins,Partner,22.46,1215.0,27285.53,0.0,27285.53,29283.05,-1997.52,None,2024-10-02
M-3041,Clifford Chance,Associate,65.46,585.0,38293.51,7658.7,30634.81,42904.67,-4611.15,Travel Billing,2024-12-26
