request_id,matter_id,request_type,priority,automation_used,review_time_days,sla_target_days,sla_met
R-3982,M-3354,Regulatory Review,Medium,Yes,3,7,True
R-3983,M-3968,Regulatory Review,High,No,10,5,False
R-3984,M-2198,NDA,Medium,No,5,3,False
R-3985,M-1364,NDA,Medium,Yes,2,5,True
R-3986,M-1045,Vendor Contract,High,Yes,1,7,True
R-3987,M-1129,Employment Issue,Low,No,5,7,True
R-3988,M-1867,NDA,Medium,No,10,7,False
R-3989,M-2968,Employment Issue,Medium,Yes,6,5,False
R-3990,M-1646,Vendor Contract,Low,No,5,5,True
R-3991,M-3500,Regulatory Review,Low,No,10,3,False
R-3992,M-3943,Employment Issue,High,No,5,7,True
R-3993,M-3145,Vendor Contract,Low,Yes,5,7,True
R-3994,M-1883,Employment Issue,Low,Yes,5,5,True
R-3995,M-2229,NDA,High,No,5,7,True
R-3996,M-2225,Regulatory Review,High,No,5,7,True
R-3997,M-1454,Employment Issue,High,Yes,6,7,True
R-3998,M-2888,Employment Issue,Medium,Yes,1,5,True
R-3999,M-3604,NDA,Medium,No,2,7,True
R-4000,M-3477,Employment Issue,High,No,2,5,True
R-4001,M-1217,NDA,Medium,Yes,2,3,True
R-4002,M-1770,Regulatory Review,Medium,No,5,5,True
R-4003,M-2138,Vendor Contract,Medium,Yes,1,5,True
R-4004,M-2897,Regulatory Review,High,No,5,5,True
R-4005,M-2420,Employment Issue,Medium,No,5,3,False
R-4006,M-3744,Vendor Contract,Medium,Yes,2,5,True
R-4007,M-3818,Vendor Contract,High,Yes,1,7,True
R-4008,M-1209,Vendor Contract,Medium,No,2,5,True
R-4009,M-1362,Vendor Contract,Medium,No,2,3,True
R-4010,M-3541,Regulatory Review,High,Yes,1,7,True
R-4011,M-2605,Vendor Contract,Low,Yes,7,3,False
R-4012,M-1281,Employment Issue,High,Yes,7,7,True
R-4013,M-1061,Vendor Contract,Medium,No,10,5,False
R-4014,M-2166,NDA,Low,No,10,5,False
R-4015,M-1844,Vendor Contract,Medium,No,5,3,False
R-4016,M-1358,Employment Issue,High,No,2,5,True
R-4017,M-2660,Vendor Contract,High,Yes,3,3,True
R-4018,M-1169,Vendor Contract,Low,No,10,7,False
R-4019,M-3224,Employment Issue,Medium,No,2,5,True
R-4020,M-2000,NDA,Medium,Yes,7,7,True
R-4021,M-2409,Vendor Contract,Medium,Yes,5,7,True
R-4022,M-3740,Regulatory Review,High,No,5,7,True
R-4023,M-1469,NDA,High,Yes,2,5,True
R-4024,M-1496,Vendor Contract,Low,No,5,5,True
R-4025,M-3600,Regulatory Review,Medium,Yes,5,7,True
R-4026,M-3477,NDA,High,Yes,6,3,False
R-4027,M-3014,Employment Issue,Low,No,5,7,True
R-4028,M-3906,Regulatory Review,Low,No,2,5,True
R-4029,M-3843,Vendor Contract,Low,Yes,3,3,True
R-4030,M-2195,Vendor Contract,High,No,10,3,False
R-4031,M-2101,Regulatory Review,Medium,No,5,7,True
R-4032,M-1375,Employment Issue,High,No,5,5,True
R-4033,M-3262,Regulatory Review,Low,Yes,7,7,True
R-4034,M-2641,Vendor Contract,High,Yes,3,7,True
R-4035,M-1716,Vendor Contract,Low,Yes,1,3,True
R-4036,M-2583,Regulatory Review,High,No,5,3,False
R-4037,M-1076,Regulatory Review,Low,No,5,5,True
R-4038,M-3227,Vendor Contract,Medium,Yes,3,5,True
R-4039,M-3242,Employment Issue,Medium,Yes,5,5,True
R-4040,M-2809,Vendor Contract,High,Yes,3,3,True
R-4041,M-1177,Employment Issue,High,No,2,3,True
R-4042,M-1160,NDA,High,No,10,3,False
R-4043,M-3498,Employment Issue,Low,No,5,7,True
R-4044,M-3348,NDA,Low,No,2,3,True
R-4045,M-3118,NDA,Low,Yes,3,3,True
R-4046,M-2028,Regulatory Review,High,No,5,3,False
R-4047,M-2488,NDA,Low,No,5,5,True
R-4048,M-1154,Regulatory Review,Low,Yes,1,5,True
R-4049,M-1292,Regulatory Review,Low,No,2,5,True
R-4050,M-1685,Regulatory Review,Medium,Yes,5,5,True
R-4051,M-3536,Employment Issue,Low,Yes,5,3,False
R-4052,M-1858,Employment Issue,Medium,No,2,3,True
R-4053,M-1507,Employment Issue,Low,No,10,3,False
R-4054,M-3625,NDA,High,No,2,7,True
R-4055,M-2118,Vendor Contract,Low,Yes,3,3,True
R-4056,M-1230,Regulatory Review,Low,Yes,2,5,True
R-4057,M-1852,Vendor Contract,Medium,No,5,5,True
R-4058,M-2031,Vendor Contract,Low,Yes,5,7,True
R-4059,M-2605,Employment Issue,Low,No,10,3,False
R-4060,M-1405,Employment Issue,Medium,No,2,5,True
R-4061,M-3864,Vendor Contract,Low,Yes,1,5,True
R-4062,M-3187,Employment Issue,Low,Yes,5,7,True
R-4063,M-3044,Vendor Contract,Medium,Yes,3,7,True
R-4064,M-3853,Vendor Contract,High,No,10,7,False
R-4065,M-3260,Vendor Contract,Low,Yes,6,5,False
R-4066,M-2856,Regulatory Review,High,No,2,3,True
R-4067,M-1252,Regulatory Review,Low,No,2,7,True
R-4068,M-3401,Vendor Contract,High,Yes,3,7,True
R-4069,M-1653,Regulatory Review,Low,No,5,3,False
R-4070,M-1592,Employment Issue,Medium,Yes,1,5,True
R-4071,M-1056,Employment Issue,Low,Yes,3,3,True
R-4072,M-2298,Regulatory Review,Medium,No,5,7,True
R-4073,M-1909,Vendor Contract,Low,Yes,6,3,False
R-4074,M-1616,NDA,High,No,5,5,True
R-4075,M-2084,Employment Issue,Low,No,2,5,True
R-4076,M-3933,Employment Issue,Medium,No,10,3,False
R-4077,M-1109,Employment Issue,Low,No,5,3,False
R-4078,M-1174,NDA,High,Yes,7,5,False
R-4079,M-3594,Regulatory Review,Medium,Yes,2,7,True
R-4080,M-1645,Vendor Contract,Low,Yes,5,3,False
R-4081,M-3079,Employment Issue,Low,No,5,5,True
R-4082,M-3643,NDA,Low,No,2,3,True
R-4083,M-1326,Vendor Contract,Medium,Yes,1,3,True
R-4084,M-1218,Regulatory Review,Medium,No,2,5,True
R-4085,M-1517,Regulatory Review,High,Yes,1,5,True
R-4086,M-3011,NDA,Low,Yes,3,7,True
R-4087,M-3266,Employment Issue,High,Yes,1,7,True
R-4088,M-2318,Vendor Contract,Low,No,5,7,True
R-4089,M-2058,Regulatory Review,High,No,10,5,False
R-4090,M-2438,Employment Issue,High,No,5,3,False
R-4091,M-1593,Regulatory Review,Low,Yes,7,5,False
R-4092,M-1418,NDA,High,Yes,3,7,True
R-4093,M-2184,Employment Issue,Medium,Yes,1,5,True
R-4094,M-3709,Vendor Contract,High,No,2,7,True
R-4095,M-2512,Employment Issue,High,Yes,2,7,True
R-4096,M-3033,Vendor Contract,Low,Yes,7,3,False
R-4097,M-2792,NDA,Low,Yes,6,3,False
R-4098,M-1960,Employment Issue,High,No,5,5,True
R-4099,M-2243,NDA,Low,Yes,3,7,True
R-4100,M-1903,Regulatory Review,Low,No,10,5,False
R-4101,M-3112,Regulatory Review,Low,No,2,7,True
R-4102,M-1804,Regulatory Review,Low,No,2,3,True
R-4103,M-2590,NDA,High,No,10,3,False
R-4104,M-3949,NDA,High,No,10,3,False
R-4105,M-2485,NDA,Medium,No,2,7,True
R-4106,M-2620,Regulatory Review,High,Yes,5,7,True
R-4107,M-3308,Employment Issue,Medium,Yes,1,7,True
R-4108,M-1363,Employment Issue,High,No,5,7,True
R-4109,M-3667,Employment Issue,High,Yes,1,5,True
R-4110,M-2683,Regulatory Review,High,No,10,3,False
R-4111,M-2902,Vendor Contract,Medium,Yes,1,3,True
R-4112,M-3247,Vendor Contract,Medium,No,10,5,False
R-4113,M-2726,Employment Issue,Medium,Yes,7,3,False
R-4114,M-2901,Employment Issue,Medium,Yes,1,5,True
R-4115,M-1163,Vendor Contract,High,Yes,6,5,False
R-4116,M-2179,Vendor Contract,Low,Yes,5,3,False
R-4117,M-3162,Employment Issue,Low,No,5,5,True
R-4118,M-2649,NDA,Medium,No,10,5,False
R-4119,M-1892,Vendor Contract,Medium,Yes,1,5,True
R-4120,M-2129,Regulatory Review,High,Yes,2,5,True
R-4121,M-3928,NDA,High,Yes,1,7,True
R-4122,M-3491,Regulatory Review,Low,Yes,2,5,True
R-4123,M-2346,Vendor Contract,Low,Yes,1,3,True
R-4124,M-2656,NDA,Medium,No,10,7,False
R-4125,M-1660,NDA,Medium,No,5,5,True
R-4126,M-2305,NDA,Low,No,5,7,True
R-4127,M-2959,Employment Issue,Medium,Yes,1,5,True
R-4128,M-3433,Vendor Contract,Medium,No,2,7,True
R-4129,M-2772,Regulatory Review,High,No,5,5,True
R-4130,M-2722,Regulatory Review,Low,Yes,5,5,True
R-4131,M-3370,Regulatory Review,Medium,Yes,6,3,False
R-4132,M-3320,Employment Issue,High,No,5,7,True
R-4133,M-3856,Vendor Contract,Low,Yes,3,5,True
R-4134,M-1195,Regulatory Review,High,Yes,3,5,True
R-4135,M-2045,Vendor Contract,Low,No,10,3,False
R-4136,M-3034,NDA,High,Yes,1,5,True
R-4137,M-3390,Employment Issue,High,No,5,7,True
R-4138,M-2741,NDA,Medium,No,2,3,True
R-4139,M-3047,Vendor Contract,High,No,2,3,True
R-4140,M-1638,Employment Issue,Medium,No,5,7,True
R-4141,M-1203,Employment Issue,High,No,10,5,False
R-4142,M-3057,NDA,Low,No,2,7,True
R-4143,M-1700,Regulatory Review,Low,Yes,1,5,True
R-4144,M-3553,Vendor Contract,Low,Yes,1,5,True
R-4145,M-2054,NDA,Medium,Yes,1,5,True
R-4146,M-2706,Vendor Contract,Low,No,10,7,False
R-4147,M-3027,Vendor Contract,Medium,No,10,3,False
R-4148,M-1500,Employment Issue,Low,Yes,3,3,True
R-4149,M-3089,Employment Issue,Low,No,2,5,True
R-4150,M-3535,NDA,Low,No,10,7,False
R-4151,M-2630,Vendor Contract,Low,No,5,7,True
R-4152,M-3765,Employment Issue,Medium,No,2,7,True
R-4153,M-3699,Regulatory Review,Medium,No,5,5,True
R-4154,M-1981,Vendor Contract,Medium,Yes,5,5,True
R-4155,M-1022,Regulatory Review,Low,Yes,2,3,True
R-4156,M-3011,Regulatory Review,High,Yes,1,5,True
R-4157,M-3426,Vendor Contract,Medium,Yes,1,5,True
R-4158,M-2272,Vendor Contract,High,No,5,3,False
R-4159,M-2418,Employment Issue,Medium,Yes,1,7,True
R-4160,M-3517,NDA,Low,Yes,1,3,True
R-4161,M-1899,Regulatory Review,Medium,Yes,3,3,True
R-4162,M-2860,Employment Issue,Low,No,10,3,False
R-4163,M-2796,Vendor Contract,High,No,10,5,False
R-4164,M-2428,Employment Issue,High,Yes,1,7,True
R-4165,M-1380,Vendor Contract,Low,No,10,7,False
R-4166,M-2909,Vendor Contract,Medium,No,5,3,False
R-4167,M-3867,NDA,Medium,No,10,3,False
R-4168,M-3852,Regulatory Review,High,No,5,5,True
R-4169,M-1995,Regulatory Review,Medium,No,2,5,True
R-4170,M-2240,Regulatory Review,High,Yes,6,5,False
R-4171,M-2959,Vendor Contract,Low,Yes,7,7,True
R-4172,M-2299,Regulatory Review,Low,No,10,3,False
R-4173,M-2299,Vendor Contract,High,Yes,5,3,False
R-4174,M-3186,NDA,Medium,No,2,5,True
R-4175,M-3810,Employment Issue,Medium,Yes,5,7,True
R-4176,M-1855,NDA,High,No,2,7,True
R-4177,M-3878,Vendor Contract,Medium,Yes,5,3,False
R-4178,M-3835,Vendor Contract,Medium,Yes,3,3,True
R-4179,M-2195,Vendor Contract,Low,No,5,5,True
R-4180,M-2462,Vendor Contract,Low,No,10,5,False
R-4181,M-1402,Employment Issue,Medium,No,10,5,False
R-4182,M-3743,Vendor Contract,High,No,2,5,True
R-4183,M-3966,Vendor Contract,High,Yes,6,3,False
R-4184,M-1314,NDA,Medium,Yes,7,3,False
R-4185,M-3729,Employment Issue,High,Yes,1,7,True
R-4186,M-3762,Regulatory Review,High,Yes,5,5,True
R-4187,M-3009,Vendor Contract,Low,No,2,7,True
R-4188,M-1544,Vendor Contract,Low,No,2,3,True
R-4189,M-2477,NDA,Medium,No,5,5,True
R-4190,M-2615,Employment Issue,Low,Yes,6,3,False
R-4191,M-3060,Employment Issue,Medium,Yes,1,7,True
R-4192,M-2951,NDA,Medium,No,10,5,False
R-4193,M-3116,Employment Issue,High,No,2,3,True
R-4194,M-1913,Vendor Contract,Low,Yes,3,3,True
R-4195,M-1464,Vendor Contract,Low,No,5,3,False
R-4196,M-3731,Vendor Contract,High,Yes,1,5,True
R-4197,M-2743,Vendor Contract,Medium,No,2,7,True
R-4198,M-3202,Vendor Contract,High,Yes,3,7,True
R-4199,M-3322,NDA,High,No,2,5,True
R-4200,M-3107,Regulatory Review,Medium,Yes,1,7,True
R-4201,M-2774,Vendor Contract,Medium,Yes,7,3,False
R-4202,M-1776,Employment Issue,Medium,Yes,5,3,False
R-4203,M-1336,Vendor Contract,Low,Yes,2,3,True
R-4204,M-2505,NDA,Medium,Yes,3,7,True
R-4205,M-2678,Vendor Contract,High,Yes,3,3,True
R-4206,M-1218,Employment Issue,High,Yes,3,7,True
R-4207,M-1372,Employment Issue,Medium,Yes,1,7,True
R-4208,M-2265,Vendor Contract,Medium,Yes,1,7,True
R-4209,M-1341,NDA,Low,Yes,3,7,True
R-4210,M-2291,Vendor Contract,Medium,No,5,5,True
R-4211,M-2578,Regulatory Review,Low,Yes,1,7,True
R-4212,M-1773,NDA,High,Yes,6,7,True
R-4213,M-3690,Vendor Contract,Low,No,5,3,False
R-4214,M-1777,NDA,High,No,10,3,False
R-4215,M-2165,Employment Issue,Medium,Yes,1,7,True
R-4216,M-2984,Employment Issue,High,Yes,1,7,True
R-4217,M-1396,NDA,Low,Yes,6,7,True
R-4218,M-2480,NDA,Low,Yes,3,3,True
R-4219,M-3354,Employment Issue,Low,Yes,6,3,False
R-4220,M-1895,Regulatory Review,High,No,5,3,False
R-4221,M-1885,Employment Issue,Medium,Yes,1,3,True
R-4222,M-3163,Vendor Contract,Low,No,2,5,True
R-4223,M-3409,Regulatory Review,High,No,10,7,False
R-4224,M-1236,NDA,High,Yes,1,5,True
R-4225,M-1962,Regulatory Review,Low,No,2,3,True
R-4226,M-1452,NDA,High,Yes,6,7,True
R-4227,M-1583,NDA,Medium,No,2,3,True
R-4228,M-3311,Regulatory Review,Medium,No,2,3,True
R-4229,M-1207,Regulatory Review,Low,No,10,5,False
R-4230,M-3173,NDA,High,No,5,3,False
R-4231,M-1075,Regulatory Review,Medium,No,2,5,True
R-4232,M-3625,NDA,Medium,No,10,3,False
R-4233,M-2907,Employment Issue,Medium,Yes,1,5,True
R-4234,M-3991,Employment Issue,High,Yes,6,3,False
R-4235,M-1099,Regulatory Review,High,Yes,1,7,True
R-4236,M-3630,Employment Issue,Low,No,10,5,False
R-4237,M-1904,Employment Issue,Low,No,2,7,True
R-4238,M-2535,Regulatory Review,High,Yes,6,3,False
R-4239,M-1761,Employment Issue,High,No,5,5,True
R-4240,M-3922,NDA,Medium,No,10,3,False
R-4241,M-3811,NDA,Medium,No,5,3,False
R-4242,M-2995,NDA,High,Yes,2,3,True
R-4243,M-2100,Regulatory Review,Medium,Yes,3,3,True
R-4244,M-1296,Regulatory Review,Low,Yes,1,3,True
R-4245,M-3196,Employment Issue,High,No,10,5,False
R-4246,M-3453,Vendor Contract,High,Yes,1,5,True
R-4247,M-3416,Regulatory Review,High,No,5,5,True
R-4248,M-3783,Employment Issue,Medium,Yes,7,5,False
R-4249,M-1701,Vendor Contract,High,No,5,5,True
R-4250,M-1186,Regulatory Review,Medium,Yes,7,7,True
R-4251,M-1178,Regulatory Review,Medium,Yes,1,7,True
R-4252,M-3577,Regulatory Review,Low,No,10,3,False
R-4253,M-2612,Vendor Contract,Low,Yes,7,5,False
R-4254,M-1872,NDA,Medium,No,5,5,True
R-4255,M-1720,Regulatory Review,High,No,2,5,True
R-4256,M-2936,Vendor Contract,Medium,Yes,3,7,True
R-4257,M-2629,Regulatory Review,Low,No,5,7,True
R-4258,M-3902,Employment Issue,Medium,No,10,7,False
R-4259,M-3064,Vendor Contract,Low,Yes,6,5,False
R-4260,M-3778,Vendor Contract,Medium,No,10,3,False
R-4261,M-1865,Regulatory Review,Low,No,5,7,True
R-4262,M-3644,NDA,Medium,Yes,1,3,True
R-4263,M-2904,Vendor Contract,Medium,No,5,3,False
R-4264,M-2548,Employment Issue,Low,Yes,1,3,True
R-4265,M-1250,Regulatory Review,Medium,Yes,1,5,True
R-4266,M-3780,NDA,Low,Yes,2,7,True
R-4267,M-1403,NDA,Medium,No,2,3,True
R-4268,M-2101,NDA,High,No,10,3,False
R-4269,M-3640,Vendor Contract,Low,Yes,1,7,True
R-4270,M-1266,NDA,Medium,No,2,7,True
R-4271,M-1818,Vendor Contract,High,Yes,5,7,True
R-4272,M-2959,NDA,High,Yes,1,7,True
R-4273,M-1266,Employment Issue,High,No,2,5,True
R-4274,M-1307,Regulatory Review,Medium,No,2,7,True
R-4275,M-2683,NDA,High,No,10,5,False
R-4276,M-2500,Vendor Contract,High,No,5,7,True
R-4277,M-2123,Vendor Contract,High,No,5,3,False
R-4278,M-3058,NDA,Low,Yes,1,7,True
R-4279,M-1350,NDA,High,Yes,3,5,True
R-4280,M-3754,Regulatory Review,High,Yes,5,7,True
R-4281,M-2439,NDA,Low,No,2,5,True
R-4282,M-2743,Vendor Contract,High,No,10,7,False
R-4283,M-1324,NDA,Low,No,2,3,True
R-4284,M-2276,Vendor Contract,Low,No,10,3,False
R-4285,M-1322,NDA,Low,Yes,6,5,False
R-4286,M-2829,Regulatory Review,Low,No,5,5,True
R-4287,M-3434,NDA,High,No,5,3,False
R-4288,M-1793,NDA,Low,No,10,3,False
R-4289,M-1730,Regulatory Review,Medium,No,5,7,True
R-4290,M-1387,NDA,High,No,10,5,False
R-4291,M-3458,NDA,High,Yes,3,3,True
R-4292,M-2492,Employment Issue,Medium,No,10,7,False
R-4293,M-1181,NDA,High,Yes,1,7,True
R-4294,M-1398,Employment Issue,Low,Yes,1,3,True
R-4295,M-3964,Employment Issue,Low,No,2,5,True
R-4296,M-3310,Employment Issue,Medium,Yes,7,5,False
R-4297,M-1949,Employment Issue,High,Yes,3,7,True
R-4298,M-3846,Employment Issue,Medium,Yes,2,3,True
R-4299,M-2869,Employment Issue,High,Yes,1,5,True
R-4300,M-1177,Employment Issue,High,No,2,3,True
R-4301,M-1276,Employment Issue,Low,Yes,5,7,True
R-4302,M-1355,Regulatory Review,Low,No,5,7,True
R-4303,M-3994,NDA,Medium,Yes,2,3,True
R-4304,M-3916,Vendor Contract,Medium,Yes,3,3,True
R-4305,M-2758,Regulatory Review,Medium,Yes,2,7,True
R-4306,M-1371,Vendor Contract,Medium,No,2,7,True
R-4307,M-3701,Regulatory Review,Low,Yes,7,7,True
R-4308,M-2678,NDA,Medium,No,5,3,False
R-4309,M-2416,Regulatory Review,High,No,10,3,False
R-4310,M-2107,Vendor Contract,Low,Yes,7,3,False
R-4311,M-1512,Regulatory Review,High,No,10,3,False
R-4312,M-1759,Vendor Contract,Medium,No,5,5,True
R-4313,M-3493,NDA,High,Yes,5,3,False
R-4314,M-1083,Employment Issue,Medium,Yes,3,3,True
R-4315,M-2751,Regulatory Review,Low,No,5,3,False
R-4316,M-2855,Vendor Contract,Low,Yes,5,7,True
R-4317,M-1917,NDA,Low,Yes,1,5,True
R-4318,M-2152,Regulatory Review,High,Yes,3,5,True
R-4319,M-3434,Regulatory Review,High,Yes,3,5,True
R-4320,M-3988,Vendor Contract,High,No,10,3,False
R-4321,M-3688,Vendor Contract,Medium,No,10,3,False
R-4322,M-2523,NDA,High,Yes,3,7,True
R-4323,M-2656,NDA,High,No,2,3,True
R-4324,M-1352,Employment Issue,Low,Yes,3,5,True
R-4325,M-1362,Vendor Contract,Medium,No,10,5,False
R-4326,M-2648,Employment Issue,High,No,5,3,False
R-4327,M-3288,Employment Issue,Low,Yes,1,7,True
R-4328,M-3579,Regulatory Review,Medium,Yes,2,3,True
R-4329,M-2680,Vendor Contract,Medium,No,10,5,False
R-4330,M-2864,NDA,Low,No,5,3,False
R-4331,M-1515,Vendor Contract,Low,Yes,2,7,True
R-4332,M-1329,Vendor Contract,High,No,10,7,False
R-4333,M-3392,Regulatory Review,Medium,Yes,6,7,True
R-4334,M-2141,Vendor Contract,High,No,10,3,False
R-4335,M-1777,NDA,High,No,5,7,True
R-4336,M-2449,Regulatory Review,High,No,2,7,True
R-4337,M-2928,Vendor Contract,High,No,10,3,False
R-4338,M-1987,Regulatory Review,Low,Yes,1,3,True
R-4339,M-2588,NDA,High,No,10,3,False
R-4340,M-2002,NDA,High,No,2,3,True
R-4341,M-1500,Vendor Contract,High,No,2,5,True
R-4342,M-2793,Employment Issue,Medium,Yes,7,5,False
R-4343,M-3069,Vendor Contract,High,No,10,3,False
R-4344,M-2546,Regulatory Review,Medium,Yes,5,5,True
R-4345,M-2225,Regulatory Review,Medium,Yes,6,3,False
R-4346,M-3611,Regulatory Review,Low,Yes,1,5,True
R-4347,M-3466,Regulatory Review,High,No,5,3,False
R-4348,M-2668,Regulatory Review,Low,No,5,3,False
R-4349,M-1221,NDA,Medium,No,5,3,False
R-4350,M-3972,Employment Issue,Medium,No,5,7,True
R-4351,M-2475,Employment Issue,Medium,Yes,5,3,False
R-4352,M-1135,Employment Issue,High,Yes,1,5,True
R-4353,M-2336,Regulatory Review,Medium,No,10,5,False
R-4354,M-2276,Vendor Contract,Medium,No,10,7,False
R-4355,M-1537,Regulatory Review,Low,Yes,6,5,False
R-4356,M-2179,Employment Issue,Low,No,2,7,True
R-4357,M-1732,Employment Issue,High,No,5,7,True
R-4358,M-1458,Regulatory Review,Low,No,2,3,True
R-4359,M-3064,NDA,High,Yes,5,5,True
R-4360,M-3493,Regulatory Review,High,No,10,3,False
R-4361,M-2200,Employment Issue,High,Yes,2,3,True
R-4362,M-3452,NDA,Low,Yes,7,7,True
R-4363,M-3807,Employment Issue,High,No,10,5,False
R-4364,M-1970,Regulatory Review,Medium,No,10,5,False
R-4365,M-1928,Vendor Contract,Medium,No,2,7,True
R-4366,M-2254,Vendor Contract,Low,Yes,3,3,True
R-4367,M-3732,Vendor Contract,Medium,No,5,5,True
R-4368,M-2997,Vendor Contract,Low,Yes,3,7,True
R-4369,M-3648,Employment Issue,Low,Yes,6,7,True
R-4370,M-2221,NDA,Medium,No,2,3,True
R-4371,M-3558,Regulatory Review,Medium,Yes,5,5,True
R-4372,M-3565,NDA,Medium,Yes,2,5,True
R-4373,M-1672,Employment Issue,Low,Yes,3,7,True
R-4374,M-1029,Employment Issue,Low,No,2,7,True
R-4375,M-1919,Regulatory Review,High,Yes,3,5,True
R-4376,M-3940,NDA,High,No,5,7,True
R-4377,M-3410,Vendor Contract,Low,No,5,5,True
R-4378,M-2415,Regulatory Review,High,No,2,5,True
R-4379,M-1452,Regulatory Review,High,No,10,3,False
R-4380,M-2236,Employment Issue,Medium,No,2,7,True
R-4381,M-2734,Vendor Contract,Low,Yes,2,5,True
R-4382,M-2604,Employment Issue,Low,Yes,5,3,False
R-4383,M-3294,Employment Issue,Medium,Yes,1,3,True
R-4384,M-2875,NDA,Medium,No,5,3,False
R-4385,M-2474,Vendor Contract,Low,No,2,5,True
R-4386,M-1048,Vendor Contract,Low,No,5,3,False
R-4387,M-3016,Regulatory Review,Low,Yes,1,3,True
R-4388,M-1891,NDA,Low,No,5,7,True
R-4389,M-3550,Employment Issue,Low,No,10,7,False
R-4390,M-2255,NDA,Low,Yes,3,3,True
R-4391,M-2424,Vendor Contract,High,No,2,7,True
R-4392,M-2144,Employment Issue,Low,Yes,1,3,True
R-4393,M-3517,Regulatory Review,Low,Yes,3,7,True
R-4394,M-1411,NDA,Low,No,10,7,False
R-4395,M-2135,Regulatory Review,Medium,No,10,7,False
R-4396,M-1236,Vendor Contract,High,No,2,5,True
R-4397,M-1854,NDA,Low,No,10,7,False
R-4398,M-3072,Employment Issue,Medium,Yes,7,5,False
R-4399,M-1881,Employment Issue,Medium,No,2,5,True
R-4400,M-3078,Employment Issue,High,Yes,1,3,True
R-4401,M-2675,Employment Issue,Medium,No,5,7,True
R-4402,M-3735,NDA,Medium,No,2,3,True
R-4403,M-3289,Employment Issue,High,No,2,5,True
R-4404,M-3194,Employment Issue,High,No,5,5,True
R-4405,M-2080,Vendor Contract,Medium,Yes,5,3,False
R-4406,M-3896,Vendor Contract,Low,Yes,2,7,True
R-4407,M-1080,NDA,Low,No,10,3,False
R-4408,M-2295,Employment Issue,Low,Yes,1,5,True
R-4409,M-1735,Regulatory Review,High,No,2,5,True
R-4410,M-1881,Regulatory Review,High,No,2,3,True
R-4411,M-3378,Employment Issue,High,No,2,7,True
R-4412,M-1915,Employment Issue,Medium,Yes,1,5,True
R-4413,M-2931,Regulatory Review,Medium,Yes,3,5,True
R-4414,M-3735,Regulatory Review,Low,No,5,5,True
R-4415,M-1711,Employment Issue,Medium,Yes,1,3,True
R-4416,M-1579,Vendor Contract,Medium,Yes,3,3,True
R-4417,M-2049,Regulatory Review,Low,Yes,1,5,True
R-4418,M-1983,Employment Issue,Medium,No,2,7,True
R-4419,M-2243,Vendor Contract,High,Yes,7,5,False
R-4420,M-3662,Vendor Contract,High,Yes,3,5,True
R-4421,M-3876,Employment Issue,High,No,10,5,False
R-4422,M-1469,Employment Issue,High,No,2,3,True
R-4423,M-3743,Vendor Contract,Low,No,2,5,True
R-4424,M-1230,Regulatory Review,Medium,No,10,7,False
R-4425,M-2410,NDA,High,No,2,3,True
R-4426,M-3495,NDA,Low,No,5,7,True
R-4427,M-2683,Employment Issue,Medium,No,5,7,True
R-4428,M-3447,Regulatory Review,Low,Yes,3,7,True
R-4429,M-2304,NDA,Medium,Yes,5,3,False
R-4430,M-2074,Regulatory Review,High,Yes,5,7,True
R-4431,M-1662,Vendor Contract,Medium,Yes,3,5,True
R-4432,M-3343,NDA,High,No,5,7,True
R-4433,M-2358,Employment Issue,High,Yes,5,3,False
R-4434,M-3183,Vendor Contract,High,No,2,7,True
R-4435,M-2913,NDA,Medium,No,5,3,False
R-4436,M-3532,Vendor Contract,Medium,Yes,3,7,True
R-4437,M-1523,Regulatory Review,Medium,Yes,3,5,True
R-4438,M-1341,NDA,Low,No,5,3,False
R-4439,M-1595,Vendor Contract,Medium,Yes,7,7,True
R-4440,M-3864,Regulatory Review,High,No,5,7,True
R-4441,M-1653,Regulatory Review,Low,Yes,2,7,True
R-4442,M-3978,Employment Issue,Medium,Yes,1,7,True
R-4443,M-1750,Regulatory Review,High,No,5,7,True
R-4444,M-1741,NDA,Low,No,2,3,True
R-4445,M-3256,Vendor Contract,High,No,2,5,True
R-4446,M-2327,NDA,High,No,2,5,True
R-4447,M-3611,Vendor Contract,Low,No,2,7,True
R-4448,M-2851,NDA,High,Yes,5,3,False
R-4449,M-1225,Regulatory Review,Low,Yes,5,7,True
R-4450,M-2408,Vendor Contract,Low,Yes,2,5,True
R-4451,M-2891,NDA,High,No,5,7,True
R-4452,M-1202,NDA,High,Yes,1,5,True
R-4453,M-2584,Vendor Contract,Low,No,10,7,False
R-4454,M-1833,Regulatory Review,Low,Yes,2,3,True
R-4455,M-2420,Employment Issue,Medium,Yes,1,7,True
R-4456,M-2009,NDA,Low,Yes,3,5,True
R-4457,M-3838,Employment Issue,Low,Yes,2,3,True
R-4458,M-2003,Regulatory Review,High,Yes,7,5,False
R-4459,M-2334,Regulatory Review,Low,Yes,5,7,True
R-4460,M-1706,NDA,Low,No,2,7,True
R-4461,M-2268,Regulatory Review,Medium,Yes,6,5,False
R-4462,M-2466,Regulatory Review,High,No,5,5,True
R-4463,M-2291,Regulatory Review,High,No,5,3,False
R-4464,M-3627,Employment Issue,Medium,No,10,5,False
R-4465,M-3976,Vendor Contract,High,Yes,5,5,True
R-4466,M-2043,Vendor Contract,Medium,Yes,7,5,False
